"","ID","Bar.Code","Item","Make","Model","Serial.Number","Description","Calibration.Date","Calibration.Equipment","Location","Responsible.Lab","Funding.Source","Project","Other.ID","Notes","Status","Cal.Report.Y.N","Picture","Picture.URL","Old.Asset.Number","OU.Asset","Asset.Type","Specification.Characteristics","Calilbration.Date","Maintenance.Date","Picture.Yes.No","Project.Equipment..Yes.No.","Class"
"746","L######","`F-00746~","F-00746","G.E.","UR 8NH","A8NC10005524","CT/VT Transformer","N/A","N/A","Power Systems Lab 170E","PS Lab","","","","Right Storage","Photographed in the Temp PS Lab Storage Room within the Admin Building 11/09/2016 JC","","Yes","https://edisonintl-my.sharepoint.com/personal/todd_henricks_sce_com/Documents/Fenwick Inventory/Fenwick Pictures/Fenwick Power Systems Lab 170E 10-19-16/Asset Tag F-00746, GE, UR 8NH, A8NC10005524, CT-VT Transformer.JPG",NA,NA,NA,NA,NA,NA,NA,NA,"NA"
"747","L######","`F-00747~","F-00747","G.E.","UR 8LH","A8LC10012923","CT/VT Transformer","N/A","N/A","Power Systems Lab 170E","PS Lab","","","","Right Storage","Photographed in the Temp PS Lab Storage Room within the Admin Building 11/09/2016 JC","","Yes","https://edisonintl-my.sharepoint.com/personal/todd_henricks_sce_com/Documents/Fenwick Inventory/Fenwick Pictures/Fenwick Power Systems Lab 170E 10-19-16/Asset Tag F-00747, GE, UR 8LH, A8LC10012923, CT-VT Transformer.JPG",NA,NA,NA,NA,NA,NA,NA,NA,"NA"
"748","L######","`F-00748~","F-00748","Brother","PT-2710","U61556-K9G918096","Label Maker","N/A","N/A","Power Systems Lab 170E","PS Lab","","","","Right Storage","","","N/A","",NA,NA,NA,NA,NA,NA,NA,NA,"NA"
"749","L######","`F-00749~","F-00749","G.E.","UR 8LH","A8LC12012126","CT/VT Transformer","N/A","N/A","Power Systems Lab 170E","PS Lab","","","","Right Storage","Photographed in the Temp PS Lab Storage Room within the Admin Building 11/09/2016 JC","","Yes","https://edisonintl-my.sharepoint.com/personal/todd_henricks_sce_com/Documents/Fenwick Inventory/Fenwick Pictures/Fenwick Power Systems Lab 170E 10-19-16/Asset Tag F-00749, GE, UR 8LH, A8LC12012126, CT-VT Transformer.JPG",NA,NA,NA,NA,NA,NA,NA,NA,"NA"
"750","L######","`F-00750~","F-00750","G.E.","UR 8LH","A8LC12011902","CT/VT Transformer","N/A","N/A","Power Systems Lab 170E","PS Lab","","","","Right Storage","Photographed in the Temp PS Lab Storage Room within the Admin Building 11/09/2016 JC","","Yes","https://edisonintl-my.sharepoint.com/personal/todd_henricks_sce_com/Documents/Fenwick Inventory/Fenwick Pictures/Fenwick Power Systems Lab 170E 10-19-16/Asset Tag F-00750, GE, UR 8LH, A8LC12011902, CT-VT Transformer.JPG",NA,NA,NA,NA,NA,NA,NA,NA,"NA"
"751","L######","`F-00751~","F-00751","G.E.","UR 8LH","A8LC10013158","CT/VT Transformer","N/A","N/A","Power Systems Lab 170E","PS Lab","","","","Right Storage","Photographed in the Temp PS Lab Storage Room within the Admin Building 11/09/2016 JC","","Yes","https://edisonintl-my.sharepoint.com/personal/todd_henricks_sce_com/Documents/Fenwick Inventory/Fenwick Pictures/Fenwick Power Systems Lab 170E 10-19-16/Asset Tag F-00751, GE, UR 8LH, A8LC10013158, CT-VT Transformer.JPG",NA,NA,NA,NA,NA,NA,NA,NA,"NA"
"752","L######","`F-00752~","F-00752","G.E.","UR 8LH","A8LC10013156","CT/VT Transformer","N/A","N/A","Power Systems Lab 170E","PS Lab","","","","Right Storage","Photographed in the Temp PS Lab Storage Room within the Admin Building 11/09/2016 JC","","Yes","https://edisonintl-my.sharepoint.com/personal/todd_henricks_sce_com/Documents/Fenwick Inventory/Fenwick Pictures/Fenwick Power Systems Lab 170E 10-19-16/Asset Tag F-00752, GE, UR 8LH, A8LC10013156, CT-VT Transformer.JPG",NA,NA,NA,NA,NA,NA,NA,NA,"NA"
"753","L######","`F-00753~","F-00753","G.E.","UR 8LH","A8LC10012665","CT/VT Transformer","N/A","N/A","Power Systems Lab 170E","PS Lab","","","","Right Storage","Photographed in the Temp PS Lab Storage Room within the Admin Building 11/09/2016 JC","","Yes","https://edisonintl-my.sharepoint.com/personal/todd_henricks_sce_com/Documents/Fenwick Inventory/Fenwick Pictures/Fenwick Power Systems Lab 170E 10-19-16/Asset Tag F-00753, GE, UR 8LH, A8LC10012665, CT-VT Transformer.JPG",NA,NA,NA,NA,NA,NA,NA,NA,"NA"
"754","L######","`F-00754~","F-00754","G.E.","UR 8LH","A8LC10012663","CT/VT Transformer","N/A","N/A","Power Systems Lab 170E","PS Lab","","","","Right Storage","Photographed in the Temp PS Lab Storage Room within the Admin Building 11/09/2016 JC","","Yes","https://edisonintl-my.sharepoint.com/personal/todd_henricks_sce_com/Documents/Fenwick Inventory/Fenwick Pictures/Fenwick Power Systems Lab 170E 10-19-16/Asset Tag F-00754, GE, UR 8LH, A8LC10012663, CT-VT Transformer.JPG",NA,NA,NA,NA,NA,NA,NA,NA,"NA"
"755","L######","`F-00755~","F-00755","G.E.","UR 4AH","A4AC14000314","Digital Input/Output","N/A","N/A","Power Systems Lab 170E","PS Lab","","","","Right Storage","Photographed in the Temp PS Lab Storage Room within the Admin Building 11/09/2016 JC","","Yes","https://edisonintl-my.sharepoint.com/personal/todd_henricks_sce_com/Documents/Fenwick Inventory/Fenwick Pictures/Fenwick Power Systems Lab 170E 10-19-16/Asset Tag F-00755, GE, UR 4AH, A4AC14000314, Digital Input-Output.JPG",NA,NA,NA,NA,NA,NA,NA,NA,"NA"
"756","L######","`F-00756~","F-00756","G.E.","UR 4AH","A4AC14000321","Digital Input/Output","N/A","N/A","Power Systems Lab 170E","PS Lab","","","","Right Storage","Photographed in the Temp PS Lab Storage Room within the Admin Building 11/09/2016 JC","","Yes","https://edisonintl-my.sharepoint.com/personal/todd_henricks_sce_com/Documents/Fenwick Inventory/Fenwick Pictures/Fenwick Power Systems Lab 170E 10-19-16/Asset Tag F-00756, GE, UR 4AH, A4AC14000321, Digital Input-Output.JPG",NA,NA,NA,NA,NA,NA,NA,NA,"NA"
"757","L######","`F-00757~","F-00757","G.E.","UR 4AH","A4AC14000338","Digital Input/Output","N/A","N/A","Power Systems Lab 170E","PS Lab","","","","Right Storage","Photographed in the Temp PS Lab Storage Room within the Admin Building 11/09/2016 JC","","Yes","https://edisonintl-my.sharepoint.com/personal/todd_henricks_sce_com/Documents/Fenwick Inventory/Fenwick Pictures/Fenwick Power Systems Lab 170E 10-19-16/Asset Tag F-00757, GE, UR 4AH, A4AC14000338, Digital Input-Output.JPG",NA,NA,NA,NA,NA,NA,NA,NA,"NA"
"758","L######","`F-00758~","F-00758","G.E.","UR 8LH","A8LC12006645","CT/VT Transformer","N/A","N/A","Power Systems Lab 170E","PS Lab","","","","Right Storage","Photographed in the Temp PS Lab Storage Room within the Admin Building 11/09/2016 JC","","Yes","https://edisonintl-my.sharepoint.com/personal/todd_henricks_sce_com/Documents/Fenwick Inventory/Fenwick Pictures/Fenwick Power Systems Lab 170E 10-19-16/Asset Tag F-00758, GE, UR 8LH, A8LC12006645, CT-VT Transformer.JPG",NA,NA,NA,NA,NA,NA,NA,NA,"NA"
"759","L######","`F-00759~","F-00759","G.E.","UR 4LH","A4LC10001299","Digital Input/Output","N/A","N/A","Power Systems Lab 170E","PS Lab","","","","Right Storage","Photographed in the Temp PS Lab Storage Room within the Admin Building 11/09/2016 JC","","Yes","https://edisonintl-my.sharepoint.com/personal/todd_henricks_sce_com/Documents/Fenwick Inventory/Fenwick Pictures/Fenwick Power Systems Lab 170E 10-19-16/Asset Tag F-00759, GE, UR 4LH, A4LC10001299, Digital Input-Output.JPG",NA,NA,NA,NA,NA,NA,NA,NA,"NA"
"760","L######","`F-00760~","F-00760","G.E.","UR 77H","A77D10000245","Transmitter/ Receiver","N/A","N/A","Power Systems Lab 170E","PS Lab","","","","Right Storage","","","Yes","https://edisonintl-my.sharepoint.com/personal/todd_henricks_sce_com/Documents/Fenwick Inventory/Fenwick Pictures/Fenwick Power Systems Lab 170E 10-19-16/Asset Tag F-00760.JPG",NA,NA,NA,NA,NA,NA,NA,NA,"NA"
"761","L######","`F-00761~","F-00761","G.E.","UR 8FH","A8FC13000522","CT/VT Transformer","N/A","N/A","Power Systems Lab 170E","PS Lab","","","","Right Storage","Photographed in the Temp PS Lab Storage Room within the Admin Building 11/09/2016 JC","","Yes","https://edisonintl-my.sharepoint.com/personal/todd_henricks_sce_com/Documents/Fenwick Inventory/Fenwick Pictures/Fenwick Power Systems Lab 170E 10-19-16/Asset Tag F-00761, GE, UR 8FH, A8FC13000522, CT-VT Transformer.JPG",NA,NA,NA,NA,NA,NA,NA,NA,"NA"
"762","L######","`F-00762~","F-00762","G.E.","UR 8LH","A8LC11015397","CT/VT Transformer","N/A","N/A","Power Systems Lab 170E","PS Lab","","","","Right Storage","Photographed in the Temp PS Lab Storage Room within the Admin Building 11/09/2016 JC","","Yes","https://edisonintl-my.sharepoint.com/personal/todd_henricks_sce_com/Documents/Fenwick Inventory/Fenwick Pictures/Fenwick Power Systems Lab 170E 10-19-16/Asset Tag F-00762, GE, UR 8LH, A8LC11015397, CT-VT Transformer.JPG",NA,NA,NA,NA,NA,NA,NA,NA,"NA"
"763","L######","`F-00763~","F-00763","G.E.","UR 8FH","A8FC13000690","CT/VT Transformer","N/A","N/A","Power Systems Lab 170E","PS Lab","","","","Right Storage","Photographed in the Temp PS Lab Storage Room within the Admin Building 11/09/2016 JC","","Yes","https://edisonintl-my.sharepoint.com/personal/todd_henricks_sce_com/Documents/Fenwick Inventory/Fenwick Pictures/Fenwick Power Systems Lab 170E 10-19-16/Asset Tag F-00763, GE, UR 8FH, A8FC13000690, CT-VT Transformer.JPG",NA,NA,NA,NA,NA,NA,NA,NA,"NA"
"764","L######","`F-00764~","F-00764","Schweitzer Engineering Laboratories","SEL-2730M      SEL-9330-A","1142970179","Managed Ethernet Switch","N/A","N/A","Power Systems Lab 170E","PS Lab","","","","Right Storage","Photographed in the Temp PS Lab Storage Room within the Admin Building 11/09/2016 JC","","Yes","https://edisonintl-my.sharepoint.com/personal/todd_henricks_sce_com/Documents/Fenwick Inventory/Fenwick Pictures/Fenwick Power Systems Lab 170E 10-19-16/Asset Tag F-00764.JPG",NA,NA,NA,NA,NA,NA,NA,NA,"NA"
"765","L######","`F-00765~","F-00765","G.E.","UR 8LH","A8LC10012922","CT/VT Transformer","N/A","N/A","Power Systems Lab 170E","PS Lab","","","","Right Storage","Photographed in the Temp PS Lab Storage Room within the Admin Building 11/09/2016 JC","","Yes","https://edisonintl-my.sharepoint.com/personal/todd_henricks_sce_com/Documents/Fenwick Inventory/Fenwick Pictures/Fenwick Power Systems Lab 170E 10-19-16/Asset Tag F-00765, GE, UR 8LH, A8LC10012922, CT-VT Transformer.JPG",NA,NA,NA,NA,NA,NA,NA,NA,"NA"
"766","L######","`F-00766~","F-00766","G.E.","UR 8LH","A8LC10012662","CT/VT Transformer","N/A","N/A","Power Systems Lab 170E","PS Lab","","","","Right Storage","Photographed in the Temp PS Lab Storage Room within the Admin Building 11/09/2016 JC","","Yes","https://edisonintl-my.sharepoint.com/personal/todd_henricks_sce_com/Documents/Fenwick Inventory/Fenwick Pictures/Fenwick Power Systems Lab 170E 10-19-16/Asset Tag F-00766, GE, UR 8LH, A8LC10012662, CT-VT Transformer.JPG",NA,NA,NA,NA,NA,NA,NA,NA,"NA"
"767","L######","`F-00767~","F-00767","G.E.","UR 8LH","A8LC11015381","CT/VT Transformer","N/A","N/A","Power Systems Lab 170E","PS Lab","","","","Right Storage","Photographed in the Temp PS Lab Storage Room within the Admin Building 11/09/2016 JC","","Yes","https://edisonintl-my.sharepoint.com/personal/todd_henricks_sce_com/Documents/Fenwick Inventory/Fenwick Pictures/Fenwick Power Systems Lab 170E 10-19-16/Asset Tag F-00767, GE, UR 8LH, A8LC11015381, CT-VT Transformer.JPG",NA,NA,NA,NA,NA,NA,NA,NA,"NA"
"768","L######","`F-00768~","F-00768","G.E.","UR 8LH","A8LC11015373","CT/VT Transformer","N/A","N/A","Power Systems Lab 170E","PS Lab","","","","Right Storage","Photographed in the Temp PS Lab Storage Room within the Admin Building 11/09/2016 JC","","Yes","https://edisonintl-my.sharepoint.com/personal/todd_henricks_sce_com/Documents/Fenwick Inventory/Fenwick Pictures/Fenwick Power Systems Lab 170E 10-19-16/Asset Tag F-00768, GE, UR 8LH, A8LC11015373, CT-VT Transformer.JPG",NA,NA,NA,NA,NA,NA,NA,NA,"NA"
"769","L######","`F-00769~","F-00769","G.E.","UR 8LH","A8LC11015386","CT/VT Transformer","N/A","N/A","Power Systems Lab 170E","PS Lab","","","","Right Storage","Photographed in the Temp PS Lab Storage Room within the Admin Building 11/09/2016 JC","","Yes","https://edisonintl-my.sharepoint.com/personal/todd_henricks_sce_com/Documents/Fenwick Inventory/Fenwick Pictures/Fenwick Power Systems Lab 170E 10-19-16/Asset Tag F-00769, GE, UR 8LH, A8LC11015386, CT-VT Transformer.JPG",NA,NA,NA,NA,NA,NA,NA,NA,"NA"
"770","L######","`F-00770~","F-00770","G.E.","UR 8LH","A8LC10012921","CT/VT Transformer","N/A","N/A","Power Systems Lab 170E","PS Lab","","","","Right Storage","Photographed in the Temp PS Lab Storage Room within the Admin Building 11/09/2016 JC","","Yes","https://edisonintl-my.sharepoint.com/personal/todd_henricks_sce_com/Documents/Fenwick Inventory/Fenwick Pictures/Fenwick Power Systems Lab 170E 10-19-16/Asset Tag F-00770, GE, UR 8LH, A8LC10012921, CT-VT Transformer.JPG",NA,NA,NA,NA,NA,NA,NA,NA,"NA"
"771","L######","`F-00771~","F-00771","G.E.","UR 8LH","A8LC11003457","CT/VT Transformer","N/A","N/A","Power Systems Lab 170E","PS Lab","","","","Right Storage","Photographed in the Temp PS Lab Storage Room within the Admin Building 11/09/2016 JC","","Yes","https://edisonintl-my.sharepoint.com/personal/todd_henricks_sce_com/Documents/Fenwick Inventory/Fenwick Pictures/Fenwick Power Systems Lab 170E 10-19-16/Asset Tag F-00771, GE, UR 8LH, A8LC11003457, CT-VT Transformer.JPG",NA,NA,NA,NA,NA,NA,NA,NA,"NA"
"772","L######","`F-00772~","F-00772","G.E.","UR 8LH","A8LC09004497","CT/VT Transformer","N/A","N/A","Power Systems Lab 170E","PS Lab","","","","Right Storage","Photographed in the Temp PS Lab Storage Room within the Admin Building 11/09/2016 JC","","Yes","https://edisonintl-my.sharepoint.com/personal/todd_henricks_sce_com/Documents/Fenwick Inventory/Fenwick Pictures/Fenwick Power Systems Lab 170E 10-19-16/Asset Tag F-00772, GE, UR 8LH, A8LC09004497, CT-VT Transformer.JPG",NA,NA,NA,NA,NA,NA,NA,NA,"NA"
"773","L######","`F-00773~","F-00773","RTDS Technologies","GTAO","PR02407175","CARD","N/A","N/A","Power Systems Lab 170E","PS Lab","","","","Right Storage","Photographed in the Temp PS Lab Storage Room within the Admin Building 11/09/2016 JC","","Yes","https://edisonintl-my.sharepoint.com/personal/todd_henricks_sce_com/Documents/Fenwick Inventory/Fenwick Pictures/Fenwick Power Systems Lab 170E 10-19-16/Asset Tag F-00773, RTDS Technologies, GTAO, PR02407175, Card.JPG",NA,NA,NA,NA,NA,NA,NA,NA,"NA"
"774","L######","`F-00774~","F-00774","RTDS Technologies","GTDO","02205036","CARD","N/A","N/A","Power Systems Lab 170E","PS Lab","","","","Right Storage","Photographed in the Temp PS Lab Storage Room within the Admin Building 11/09/2016 JC","","Yes","https://edisonintl-my.sharepoint.com/personal/todd_henricks_sce_com/Documents/Fenwick Inventory/Fenwick Pictures/Fenwick Power Systems Lab 170E 10-19-16/Asset Tag F-00774, RTDS Technologies, GTDO, 02205036, Card.JPG",NA,NA,NA,NA,NA,NA,NA,NA,"NA"
"775","L######","`F-00775~","F-00775","Spirent","SX/13a","13010A180191","Data Link Simulator","N/A","N/A","Power Systems Lab 170E","PS Lab","","","","Right Storage","Photographed in the Temp PS Lab Storage Room within the Admin Building 11/09/2016 JC","","Yes","https://edisonintl-my.sharepoint.com/personal/todd_henricks_sce_com/Documents/Fenwick Inventory/Fenwick Pictures/Fenwick Power Systems Lab 170E 10-19-16/Asset Tag F-00775.JPG",NA,NA,NA,NA,NA,NA,NA,NA,"NA"
"776","L######","`F-00776~","F-00776","Fluke","1400","17430053","AC Current Clamp","Cal Date 4/21/2014 Cal Due 4/21/2015","SL-41856","Power Systems Lab 170E","PS Lab","","","","Right Storage","Photographed in the Temp PS Lab Storage Room within the Admin Building 11/09/2016 JC","Yes Cal Report","Yes","https://edisonintl-my.sharepoint.com/personal/todd_henricks_sce_com/Documents/Fenwick Inventory/Fenwick Pictures/Fenwick Power Systems Lab 170E 10-19-16/Asset Tag F-00776, Fluke, 1400, 17430053, AC Current Clamp.JPG",NA,NA,NA,NA,NA,NA,NA,NA,"NA"
"777","L######","`F-00777~","F-00777","Schweitzer Engineering Laboratories","SEL-451","2008024296","Protection Automation Control","N/A","N/A","Power Systems Lab 170E","PS Lab","","","","Right Storage","Photographed in the Temp PS Lab Storage Room within the Admin Building 11/09/2016 JC","","Yes","https://edisonintl-my.sharepoint.com/personal/todd_henricks_sce_com/Documents/Fenwick Inventory/Fenwick Pictures/Fenwick Power Systems Lab 170E 10-19-16/Asset Tag F-00777.JPG",NA,NA,NA,NA,NA,NA,NA,NA,"NA"
"778","L######","`F-00778~","F-00778","Schweitzer Engineering Laboratories","SEL-311C","1133160067","Protection and Automation System","N/A","N/A","Power Systems Lab 170E","PS Lab","","","","Right Storage","Photographed in the Temp PS Lab Storage Room within the Admin Building 11/09/2016 JC","","Yes","https://edisonintl-my.sharepoint.com/personal/todd_henricks_sce_com/Documents/Fenwick Inventory/Fenwick Pictures/Fenwick Power Systems Lab 170E 10-19-16/Asset Tag F-00778.JPG",NA,NA,NA,NA,NA,NA,NA,NA,"NA"
"779","L######","`F-00779~","F-00779","Schweitzer Engineering Laboratories","SEL-351","1122620177","Protection   System","N/A","N/A","Power Systems Lab 170E","PS Lab","","","","Right Storage","Photographed in the Temp PS Lab Storage Room within the Admin Building 11/09/2016 JC","","Yes","https://edisonintl-my.sharepoint.com/personal/todd_henricks_sce_com/Documents/Fenwick Inventory/Fenwick Pictures/Fenwick Power Systems Lab 170E 10-19-16/Asset Tag F-00779, SEL, SEL-351, 1122620177, Protection System.JPG",NA,NA,NA,NA,NA,NA,NA,NA,"NA"
"780","L######","`F-00780~","F-00780","Schweitzer Engineering Laboratories","SEL-3351","2008024133","System Computing Platform","N/A","N/A","Power Systems Lab 170E","PS Lab","","","","Right Storage","Photographed in the Temp PS Lab Storage Room within the Admin Building 11/09/2016 JC","","Yes","https://edisonintl-my.sharepoint.com/personal/todd_henricks_sce_com/Documents/Fenwick Inventory/Fenwick Pictures/Fenwick Power Systems Lab 170E 10-19-16/Asset Tag F-00780.JPG",NA,NA,NA,NA,NA,NA,NA,NA,"NA"
"781","L######","`F-00781~","F-00781","Schweitzer Engineering Laboratories","SEL-2730M   ","1123460265","Managed Ethernet Switch","N/A","N/A","Power Systems Lab 170E","PS Lab","","","","Right Storage","Photographed in the Temp PS Lab Storage Room within the Admin Building 11/09/2016 JC","","Yes","https://edisonintl-my.sharepoint.com/personal/todd_henricks_sce_com/Documents/Fenwick Inventory/Fenwick Pictures/Fenwick Power Systems Lab 170E 10-19-16/Asset Tag F-00781.JPG",NA,NA,NA,NA,NA,NA,NA,NA,"NA"
"782","L######","`F-00782~","F-00782","Arbiter Systems","1088B","A2737","Satellite Controlled Clock","N/A","N/A","Power Systems Lab 170E","PS Lab","","","","Right Storage","Photographed in the Temp PS Lab Storage Room within the Admin Building 11/09/2016 JC","","Yes","https://edisonintl-my.sharepoint.com/personal/todd_henricks_sce_com/Documents/Fenwick Inventory/Fenwick Pictures/Fenwick Power Systems Lab 170E 10-19-16/Asset Tag F-00782.JPG",NA,NA,NA,NA,NA,NA,NA,NA,"NA"
"783","L######","`F-00783~","F-00783","Schweitzer Engineering Laboratories","SEL-300G","2010342161","Generator Relay Sequential Events Recorder SELogic Control Equations","N/A","N/A","Power Systems Lab 170E","PS Lab","","","","Right Storage","Photographed in the Temp PS Lab Storage Room within the Admin Building 11/09/2016 JC","","Yes","https://edisonintl-my.sharepoint.com/personal/todd_henricks_sce_com/Documents/Fenwick Inventory/Fenwick Pictures/Fenwick Power Systems Lab 170E 10-19-16/Asset Tag F-00783.JPG",NA,NA,NA,NA,NA,NA,NA,NA,"NA"
"784","L######","`F-00784~","F-00784","Schweitzer Engineering Laboratories","SEL-300G","2010228139","Generator Relay Sequential Events Recorder SELogic Control Equations","N/A","N/A","Power Systems Lab 170E","PS Lab","","","","Right Storage","Photographed in the Temp PS Lab Storage Room within the Admin Building 11/09/2016 JC","","Yes","https://edisonintl-my.sharepoint.com/personal/todd_henricks_sce_com/Documents/Fenwick Inventory/Fenwick Pictures/Fenwick Power Systems Lab 170E 10-19-16/Asset Tag F-00784.JPG",NA,NA,NA,NA,NA,NA,NA,NA,"NA"
"785","L######","`F-00785~","F-00785","Cisco","SG 100-16","PSJ15280F2A","16-Port Gigabit Switch","N/A","N/A","Power Systems Lab 170E","PS Lab","","","","Right Storage","Photographed inside a cabinet within the Controls Lab 11/08/2016 JC","","Yes","https://edisonintl-my.sharepoint.com/personal/todd_henricks_sce_com/Documents/Fenwick Inventory/Fenwick Pictures/Controls Lab 11-08-2016/Asset Tag F-00785, Sisco, SG 100-16, PSJ15280F2A, 16-Port Gigabit Switch.JPG",NA,NA,NA,NA,NA,NA,NA,NA,"NA"
"786","L######","`F-00786~","F-00786","TP-Link","TL-SG1024D","2155159000309","24-Port Gigabit Switch","N/A","N/A","Power Systems Lab 170E","PS Lab","","","","Right Storage","Photographed in the Temp PS Lab Storage Room within the Admin Building 11/09/2016 JC","","Yes","https://edisonintl-my.sharepoint.com/personal/todd_henricks_sce_com/Documents/Fenwick Inventory/Fenwick Pictures/Fenwick Power Systems Lab 170E 10-19-16/Asset Tag F-00786.JPG",NA,NA,NA,NA,NA,NA,NA,NA,"NA"
"787","L######","`F-00787~","F-00787","Benning","G110G48/25wn-PCE","5546136","DC Converter","N/A","N/A","Power Systems Lab 170E","PS Lab","","","","Left Storage","","","Yes","https://edisonintl-my.sharepoint.com/personal/todd_henricks_sce_com/Documents/Fenwick Inventory/Fenwick Pictures/Fenwick Power Systems Lab 170E 10-19-16/Asset Tag F-00787, Benning, G110G48-25wn-PCE, 5546136, DC Converter.JPG",NA,NA,NA,NA,NA,NA,NA,NA,"NA"
"788","L######","`F-00788~","F-00788","Benning","Thyrotronic 12Vdc 50A","BY2011-168","Rectifier","N/A","N/A","Power Systems Lab 170E","PS Lab","","","","Left Storage","","","Yes","https://edisonintl-my.sharepoint.com/personal/todd_henricks_sce_com/Documents/Fenwick Inventory/Fenwick Pictures/Fenwick Power Systems Lab 170E 10-19-16/Asset Tag F-00788.JPG",NA,NA,NA,NA,NA,NA,NA,NA,"NA"
"789","L######","`F-00789~","F-00789","Panasonic","PT-EZ770Z WUXGA","DD4150045 02.2014","LCD Projector","N/A","N/A","Power Systems Lab 170E","PS Lab","","","","","Moved into the MSS Storage 1 room","","Yes","https://edisonintl-my.sharepoint.com/personal/todd_henricks_sce_com/Documents/Fenwick Inventory/Fenwick Pictures/Fenwick Power Systems Lab 170E 10-19-16/Asset Tag F-00789.JPG",NA,NA,NA,NA,NA,NA,NA,NA,"NA"
"790","L######","`F-00790~","F-00790","Hewlett Packard","ProLiant DL380P Gen8","3UI13530B1","Server","N/A","N/A","Communications & Computing Lab 170D","C&C Lab","","","","Rack #3","","","SEE ASSET TAG F-00314","",NA,NA,NA,NA,NA,NA,NA,NA,"NA"
"791","L######","`F-00791~","F-00791","Hewlett Packard","ProLiant DL380P Gen8","2M41342BPV","Server","N/A","N/A","Communications & Computing Lab 170D","C&C Lab","","","","Rack #3","","","SEE ASSET TAG F-00314","",NA,NA,NA,NA,NA,NA,NA,NA,"NA"
"792","L######","`F-00792~","F-00792","Hewlett Packard","ProLiant DL380P Gen8","3UI1352NLE","Server","N/A","N/A","Communications & Computing Lab 170D","C&C Lab","","","","Rack #3","","","SEE ASSET TAG F-00314","",NA,NA,NA,NA,NA,NA,NA,NA,"NA"
"793","L######","`F-00793~","F-00793","Hewlett Packard","ProLiant DL380P Gen8","3UI1352MK3","Server","N/A","N/A","Communications & Computing Lab 170D","C&C Lab","","","","Rack #3","","","SEE ASSET TAG F-00314","",NA,NA,NA,NA,NA,NA,NA,NA,"NA"
"794","L######","`F-00794~","F-00794","Hewlett Packard","ProLiant DL380P Gen8","2M41350C51","Server","N/A","N/A","Communications & Computing Lab 170D","C&C Lab","","","","Rack #3","","","SEE ASSET TAG F-00314","",NA,NA,NA,NA,NA,NA,NA,NA,"NA"
"795","L######","`F-00795~","F-00795","Hewlett Packard","ProLiant DL380P Gen8","3UI1352MK5","Server","N/A","N/A","Communications & Computing Lab 170D","C&C Lab","","","","Rack #3","","","SEE ASSET TAG F-00314","",NA,NA,NA,NA,NA,NA,NA,NA,"NA"
"796","L######","`F-00796~","F-00796","Hewlett Packard","612371-001","2C423134Y1V","ASSY 1 Display/KYBD 1U","N/A","N/A","Communications & Computing Lab 170D","C&C Lab","","","","Rack #3","","","SEE ASSET TAG F-00314","",NA,NA,NA,NA,NA,NA,NA,NA,"NA"
"797","L######","`F-00797~","F-00797","Hewlett Packard","ProLiant DL360 Gen9","180B0138703 IMX","Server","N/A","N/A","Communications & Computing Lab 170D","C&C Lab","","","","Rack #3","","","SEE ASSET TAG F-00314","",NA,NA,NA,NA,NA,NA,NA,NA,"NA"
"798","L######","`F-00798~","F-00798","Hewlett Packard","ProLiant  DL360p Gen8","MXQ303011W","Server","N/A","N/A","Communications & Computing Lab 170D","C&C Lab","","","","Rack #3","","","SEE ASSET TAG F-00314","",NA,NA,NA,NA,NA,NA,NA,NA,"NA"
"799","L######","`F-00799~","F-00799","Certicom","ID# FTBN2010095","MAC1:  001E6710A7C","Ask George for the description","N/A","N/A","Communications & Computing Lab 170D","C&C Lab","","","","Rack #3","","","SEE ASSET TAG F-00314","",NA,NA,NA,NA,NA,NA,NA,NA,"NA"
"800","L######","`F-00800~","F-00800","Hewlett Packard","ProLiant  DL360p Gen8","2M24451NRT","Server","N/A","N/A","Communications & Computing Lab 170D","C&C Lab","","","","Rack #3","","","SEE ASSET TAG F-00314","",NA,NA,NA,NA,NA,NA,NA,NA,"NA"
"801","L######","`F-00801~","F-00801","Hewlett Packard","ProLiant  DL360p Gen8","2M24451NKV","Server","N/A","N/A","Communications & Computing Lab 170D","C&C Lab","","","","Rack #3","","","SEE ASSET TAG F-00314","",NA,NA,NA,NA,NA,NA,NA,NA,"NA"
"802","L######","`F-00802~","F-00802","Hewlett Packard","ProLiant  DL360p Gen8","2M2441NRS","Server","N/A","N/A","Communications & Computing Lab 170D","C&C Lab","","","","Rack #3","","","SEE ASSET TAG F-00314","",NA,NA,NA,NA,NA,NA,NA,NA,"NA"
"803","L######","`F-00803~","F-00803","Hewlett Packard","ProLiant  DL360p Gen8","2M24451NRW","Server","N/A","N/A","Communications & Computing Lab 170D","C&C Lab","","","","Rack #3","","","SEE ASSET TAG F-00314","",NA,NA,NA,NA,NA,NA,NA,NA,"NA"
"804","L######","`F-00804~","F-00804","Cisco","UCSC-C22-M3S V02","Ask George to look up the S/N","Server","N/A","N/A","Communications & Computing Lab 170D","C&C Lab","","","","double check,          Rack #3 ","","","SEE ASSET TAG F-00314","",NA,NA,NA,NA,NA,NA,NA,NA,"NA"
